ID or #		Start	End
gene2276		2352823	2353740
gene2277		2353834	2354577
gene2278		2354634	2355188
gene2279		2355164	2355346
gene2280		2355658	2356044
gene2282		2356523	2361670
gene2283		2361949	2362024
gene2284		2362113	2362295
gene2285		2362292	2363335
gene2286		2363332	2363910
gene2287		2363911	2364129
gene2288		2364304	2365179
gene2289		2365199	2365786
gene2290		2365783	2366184
gene2291		2366171	2366662
gene2292		2366659	2367135
gene2293		2367139	2368443
gene2294		2368665	2369144
gene2295		2369144	2370412
gene2296		2370733	2370807
gene2297		2371214	2372521
gene2298		2372531	2373049
gene2299		2373108	2374232
gene2301		2375041	2376333
gene2302		2376335	2378011
gene2303		2378015	2380033
gene2304		2380273	2380908
gene2305		2380915	2381859
gene2306		2382164	2384014
gene2307		2384018	2384734
gene2309		2385411	2386346
gene2310		2386343	2387146
gene2311		2387143	2387754
gene2312		2387751	2388539
gene2313		2388918	2389370
gene2315		2390172	2391158
gene2316		2391168	2392472
gene2317		2392540	2393451
gene2318		2393628	2394374
gene2319		2394469	2396247
gene2320		2396360	2397169
gene2321		2397254	2399653
gene2322		2399759	2400445
gene2323		2400409	2401128
gene2324		2401243	2402133
gene2325		2402130	2402447
gene2326		2402522	2404195
gene2327		2404276	2405241
gene2328		2405469	2407370
gene2329		2407449	2408687
gene2330		2408687	2409511
gene2331		2409516	2410064
gene2332		2410149	2411483
gene2333		2411553	2412800
gene2334		2412811	2413281
gene2335		2413285	2413983
gene2336		2414110	2414508
gene2337		2414776	2415087
gene2338		2415483	2416595
gene2339		2416607	2417404
gene2340		2417404	2418201
gene2341		2418198	2419136
gene2342		2419121	2421868
gene2343		2422303	2423058
gene2344		2423236	2424180
gene2345		2424282	2425313
gene2346		2425488	2426039
gene2347		2426180	2427055
gene2348		2427172	2427585
gene2349		2427604	2428413
gene2350		2428426	2429427
gene2351		2429444	2429764
gene2352		2429936	2430649
gene2353		2430748	2432253
gene2354		2432360	2432518
gene2355		2432518	2434731
gene2356		2434735	2435193
gene2357		2435195	2436628
gene2358		2436863	2437735
gene2359		2437732	2437935
gene2360		2437948	2438673
gene2361		2438690	2440297
gene2362		2440493	2441341
gene2363		2441421	2442167
gene2364		2442230	2443582
gene2365		2443593	2444816
gene2366		2444822	2446453
gene2367		2446450	2447556
gene2368		2447558	2448646
gene2369		2448662	2450599
gene2370		2450768	2451292
gene2373		2452809	2453762
gene2375		2455963	2456063
gene2376		2456212	2457960
gene2377		2457973	2458317
gene2378		2458319	2458918
gene2379		2458997	2460289
gene2380		2460413	2461159
gene2381		2461281	2461901
gene2382		2462206	2463192
gene2383		2463336	2464028
gene2384		2464235	2464441
gene2385		2464715	2465413
gene2386		2465417	2466154
gene2387		2466178	2466792
gene2388		2466831	2467289
gene2389		2467429	2468547
gene2390		2468823	2469263
gene2391		2469725	2470276
gene2392		2470298	2471713
gene2393		2471865	2472083
gene2394		2472085	2472402
gene2395		2472597	2473862
gene2396		2473891	2476395
gene2397		2476597	2476773
gene2398		2476773	2477687
gene2399		2477851	2478522
gene2400		2478519	2479421
gene2401		2479423	2480148
gene2402		2480161	2480751
gene2403		2480748	2482106
gene2405		2482760	2483467
gene2406		2483464	2483796
gene2407		2483821	2484432
gene2408		2484467	2484652
gene2409		2484712	2485746
gene2410		2485743	2487431
gene2411		2487540	2488478
gene2412		2488629	2489216
gene2413		2489502	2490668
gene2414		2490768	2491490
gene2415		2491899	2492660
gene2416		2492660	2492875
gene2417		2492944	2493945
gene2418		2494236	2494739
gene2419		2494740	2494961
gene2420		2495077	2495562
gene2421		2495608	2495684
gene2422		2496345	2497217
gene2423		2497425	2497745
gene2424		2498062	2498529
gene2425		2498532	2499068
gene2426		2499072	2500175
gene2427		2500488	2501048
gene2428		2501050	2501646
gene2429		2501868	2503004
gene2430		2503434	2503943
gene2431		2504021	2504290
gene2432		2504287	2504685
gene2433		2504800	2506002
gene2434		2506086	2507441
gene2435		2507492	2508133
gene2436		2508130	2509140
gene2437		2509378	2510082
gene2438		2510174	2511115
gene2439		2511204	2511863
gene2440		2511924	2513915
gene2441		2514134	2515354
gene2442		2515853	2518174
gene2443		2518258	2518677
gene2444		2518706	2519380
gene2445		2519373	2520659
gene2446		2520775	2522112
gene2447		2522512	2523639
gene2448		2523636	2524316
gene2449		2524376	2526562
gene2450		2526699	2528240
gene2451		2528237	2528839
gene2452		2528862	2529338
gene2453		2529370	2530053
gene2454		2530054	2531073
gene2455		2531589	2532005
gene2456		2532002	2532835
gene2457		2532845	2533819
gene2458		2533887	2535029
gene2459		2535029	2535325
gene2460		2535322	2536089
gene2461		2536086	2536988
gene2462		2537007	2537087
gene2464		2538620	2539039
gene2465		2539186	2540631
gene2466		2540682	2541065
gene2467		2541066	2542391
gene2468		2542704	2543114
gene2469		2543202	2544131
gene2470		2544351	2544608
gene2471		2544668	2545807
gene2472		2546149	2547216
gene2473		2547213	2547968
gene2474		2547968	2548792
gene2475		2548893	2549795
gene2476		2549792	2550862
gene2477		2550863	2552479
gene2478		2552780	2553358
gene2479		2553355	2554047
gene2480		2554062	2554343
gene2481		2554340	2554744
gene2482		2555003	2555704
gene2483		2555865	2556578
gene2484		2556582	2558357
gene2485		2558573	2559157
gene2487		2560488	2563829
gene2489		2566177	2566353
gene2490		2566383	2566892
gene2491		2566932	2567702
gene2492		2567790	2568167
gene2493		2568235	2569530
gene2494		2569697	2570461
gene2495		2570458	2571135
gene2496		2571267	2571581
gene2497		2571882	2572493
gene2498		2572791	2573948
gene2499		2573953	2575116
gene2500		2575463	2576563
gene2501		2576608	2577399
gene2502		2577453	2577668
gene2503		2577892	2578989
gene2504		2579330	2580784
gene2505		2580781	2582157
gene2506		2582403	2584784
gene2507		2584944	2586122
gene2508		2586097	2586792
gene2509		2586898	2587890
gene2510		2587887	2588375
gene2511		2588362	2590905
gene2512		2590937	2591563
gene2513		2591847	2592839
gene2514		2592961	2594010
gene2515		2594180	2595148
gene2516		2595141	2595806
gene2517		2595826	2596320
gene2518		2596317	2597405
gene2519		2597558	2598244
gene2520		2598593	2599381
gene2521		2599412	2600035
gene2522		2600087	2600215
gene2523		2600381	2601358
gene2524		2601717	2602646
gene2525		2602662	2603492
gene2526		2603485	2603973
gene2527		2603970	2604881
gene2528		2604886	2605530
gene2529		2605905	2607155
gene2530		2607152	2607784
gene2531		2608052	2608128
gene2532		2608190	2609143
gene2533		2609508	2610563
gene2534		2610714	2611643
gene2535		2611724	2612647
gene2536		2612799	2613404
gene2537		2613408	2613932
gene2538		2613996	2615423
gene2539		2615616	2616209
gene2540		2616422	2616742
gene2541		2616742	2617209
gene2542		2617237	2617764
gene2544		2618532	2618894
gene2545		2619006	2619356
gene2546		2619363	2620535
gene2547		2620676	2621209
gene2548		2621209	2621700
gene2549		2621697	2622200
gene2550		2622204	2623112
gene2551		2623205	2626660
gene2552		2626798	2627283
gene2553		2627234	2628118
gene2554		2628115	2628915
gene2555		2628970	2630031
gene2556		2630264	2632225
gene2557		2632363	2633250
gene2558		2633511	2633984
gene2559		2634274	2635122
gene2560		2635130	2636314
gene2561		2636500	2637852
gene2562		2637879	2638217
gene2564		2640924	2641547
gene2565		2641537	2642325
gene2566		2642535	2644271
gene2567		2644268	2645569
gene2568		2645693	2646151
gene2570		2646991	2648235
gene2571		2648232	2648864
gene2572		2648857	2649135
gene2573		2649289	2649777
gene2574		2649878	2651083
gene2575		2651080	2651634
gene2576		2651631	2652275
gene2577		2652348	2653427
gene2578		2653510	2654403
gene2579		2654400	2655293
gene2580		2655280	2656140
gene2581		2656137	2656985
gene2582		2656960	2657568
gene2583		2657565	2659550
gene2584		2659690	2660694
gene2585		2660780	2661463
gene2586		2661465	2662790
gene2587		2662916	2663536
gene2588		2663533	2664285
gene2589		2664409	2665938
gene2590		2666209	2667552
gene2591		2667539	2668315
gene2592		2668563	2668760
gene2593		2668910	2669767
gene2595		2671077	2671502
gene2597		2672577	2673458
gene2598		2673533	2674264
gene2599		2674268	2674978
gene2600		2674975	2675907
gene2601		2675930	2676871
gene2602		2677461	2677985
gene2603		2678351	2679304
gene2604		2679301	2680575
gene2605		2680710	2681198
gene2606		2681206	2682552
gene2607		2682560	2683672
gene2608		2683669	2685189
gene2609		2685220	2686497
gene2610		2686494	2687324
gene2611		2687477	2687551
gene2612		2687731	2689377
gene2613		2689471	2689698
gene2614		2689898	2690677
gene2615		2690826	2691833
gene2616		2691891	2692784
gene2617		2692784	2693548
gene2619		2695350	2696234
gene2620		2696305	2697930
gene2621		2698229	2699263
gene2622		2699398	2699583
gene2623		2699839	2700363
gene2624		2700416	2701828
gene2625		2701825	2702607
gene2626		2702774	2704384
gene2627		2704729	2704950
gene2628		2704982	2705866
gene2629		2705867	2708251
gene2630		2708251	2711772
gene2631		2711808	2713379
gene2632		2713538	2713876
gene2633		2713873	2714937
gene2634		2715109	2715345
gene2635		2715617	2717317
gene2636		2717534	2718826
gene2637		2719198	2721156
gene2638		2721358	2722746
gene2639		2722861	2723256
gene2640		2723312	2724844
gene2641		2724844	2727822
gene2642		2727862	2728746
gene2643		2728751	2729944
gene2644		2730174	2731190
gene2645		2731339	2732076
gene2646		2732163	2733020
gene2647		2733029	2733583
gene2648		2733580	2733783
gene2649		2733784	2734815
gene2650		2735026	2735409
gene2651		2735421	2735792
gene2652		2735804	2737606
gene2653		2737606	2737926
gene2654		2737930	2738208
gene2655		2738227	2739006
gene2656		2739292	2739654
gene2657		2739750	2740436
gene2658		2740433	2741119
gene2659		2741231	2741611
gene2660		2741730	2741805
gene2661		2742068	2742322
gene2662		2742390	2744087
gene2663		2744222	2745178
gene2664		2745175	2745771
gene2665		2745768	2746544
gene2666		2746544	2747635
gene2667		2747810	2748832
gene2668		2749030	2750253
gene2669		2750378	2753227
gene2670		2753227	2753562
gene2671		2753559	2755070
gene2672		2755067	2755558
gene2673		2755555	2755824
gene2674		2755830	2756216
gene2675		2756350	2757648
gene2676		2757701	2758255
gene2677		2758394	2759191
gene2678		2759368	2760150
gene2679		2760267	2761229
gene2681		2762724	2763329
gene2682		2763433	2764797
gene2683		2764850	2765416
gene2684		2765413	2766186
gene2685		2766198	2767199
gene2686		2767269	2769227
gene2687		2769347	2769670
gene2688		2769657	2770511
gene2689		2770541	2772076
gene2690		2772141	2773415
gene2691		2773458	2773997
gene2692		2773994	2775949
gene2693		2776202	2776678
gene2694		2776973	2777791
gene2695		2777825	2779126
gene2697		2780280	2781713
gene2698		2781795	2782550
gene2699		2782444	2784618
gene2700		2784615	2787392
gene2702		2788261	2789277
gene2703		2789360	2789926
gene2704		2789923	2790147
gene2705		2790207	2790425
gene2706		2790472	2793285
gene2707		2793413	2793808
gene2708		2794267	2795259
gene2709		2795256	2795900
gene2710		2796013	2796861
gene2711		2796976	2797662
gene2712		2797903	2798670
gene2713		2798882	2799445
gene2714		2799442	2799984
gene2715		2800054	2800290
gene2716		2800343	2801086
gene2717		2801132	2801467
gene2718		2801666	2802028
gene2719		2802063	2803568
gene2720		2803596	2804405
gene2721		2804602	2804823
gene2722		2804836	2805210
gene2723		2805259	2806095
gene2724		2806154	2807020
gene2725		2807173	2807682
gene2726		2807783	2808133
gene2727		2808173	2808472
gene2729		2809068	2809598
gene2730		2809595	2810131
gene2731		2810208	2811725
gene2732		2812006	2812506
gene2733		2812669	2813598
gene2734		2813672	2813748
gene2735		2814112	2815512
gene2736		2815570	2816982
gene2737		2816983	2817711
gene2738		2817892	2818026
gene2739		2818049	2818462
gene2740		2818459	2818713
gene2741		2818740	2819618
gene2742		2819692	2821218
gene2743		2821328	2823199
gene2744		2823196	2823939
gene2745		2823936	2824589
gene2746		2824593	2825369
gene2747		2825457	2826338
gene2748		2826338	2826982
gene2749		2826979	2827485
gene2750		2827569	2828009
gene2751		2828011	2828259
gene2752		2828256	2828921
gene2753		2829001	2830872
gene2754		2831175	2831975
gene2755		2832130	2832927
gene2756		2833404	2834294
gene2757		2834395	2834868
gene2758		2834865	2836394
gene2759		2836391	2839273
gene2760		2839270	2840085
gene2761		2840075	2840296
gene2762		2840318	2840527
gene2763		2840745	2841962
gene2764		2841944	2842645
gene2765		2842663	2843277
gene2766		2843493	2843738
gene2767		2843735	2844790
gene2768		2844837	2845574
gene2769		2845571	2846131
gene2770		2846135	2847340
gene2771		2847337	2848086
gene2772		2848097	2849389
gene2773		2849604	2850149
gene2774		2850158	2850799
gene2775		2850855	2851991
gene2776		2852002	2853900
gene2777		2853937	2855244
gene2778		2855241	2856587
gene2779		2856667	2857194
gene2780		2857248	2857805
gene2781		2857807	2859396
gene2782		2859434	2861137
gene2783		2861171	2862436
gene2785		2862858	2863667
gene2786		2863905	2864327
gene2787		2864317	2865054
gene2788		2865122	2866027
gene2789		2866248	2867324
gene2790		2867723	2868235
gene2791		2868476	2868745
gene2792		2868926	2871076
gene2793		2871399	2872712
gene2794		2872932	2873774
gene2795		2874093	2875880
gene2796		2875880	2877121
gene2797		2877118	2879298
gene2798		2879295	2880572
gene2799		2880565	2882286
gene2800		2882283	2883584
gene2801		2883654	2884460
gene2802		2884464	2885051
gene2804		2887930	2889183
gene2805		2889366	2891624
gene2806		2891670	2892086
gene2807		2892083	2893225
gene2808		2893278	2893562
gene2809		2893534	2894352
gene2810		2894481	2895305
gene2811		2895372	2896196
gene2812		2896200	2896541
gene2813		2896821	2898734
gene2814		2898744	2899613
gene2815		2899610	2899849
gene2816		2899846	2900769
gene2817		2900890	2901588
gene2818		2901585	2902094
gene2819		2902250	2903116
gene2820		2903203	2903373
gene2821		2903442	2903849
gene2822		2903878	2904924
gene2823		2904921	2905646
gene2824		2905727	2906467
gene2825		2906721	2911259
gene2826		2911263	2911700
gene2827		2911690	2912424
gene2828		2912514	2913941
gene2829		2914106	2914912
gene2830		2914945	2915931
gene2831		2916083	2916167
gene2832		2916201	2916815
gene2833		2916838	2917761
gene2834		2917765	2918379
gene2835		2918403	2918894
gene2836		2918891	2919652
gene2837		2919878	2920453
gene2838		2920487	2920951
gene2839		2921366	2922259
gene2840		2922660	2923457
gene2841		2923493	2924287
gene2842		2924552	2925166
gene2843		2925203	2926810
gene2844		2926825	2927457
gene2845		2927454	2929964
gene2846		2930353	2930751
gene2847		2930748	2932085
gene2848		2932108	2932968
gene2849		2933162	2935888
gene2851		2937519	2938283
gene2852		2938529	2939677
gene2853		2939750	2941660
gene2854		2941873	2942838
gene2855		2942900	2943643
gene2856		2943689	2944990
gene2857		2944987	2946423
gene2858		2946423	2947205
gene2859		2947202	2948500
gene2860		2948588	2949613
gene2861		2949805	2951082
gene2862		2951271	2953094
gene2863		2953094	2956924
gene2864		2957125	2957961
gene2865		2958036	2958266
gene2866		2958355	2959017
gene2867		2959017	2961185
gene2868		2961261	2963147
gene2869		2963295	2963939
gene2870		2963936	2964769
gene2871		2964769	2965212
gene2872		2965212	2965589
gene2873		2965611	2966042
gene2874		2966047	2966304
gene2875		2966340	2967062
gene2876		2967095	2967907
gene2877		2967945	2969078
gene2878		2969232	2969576
gene2879		2969569	2970171
gene2880		2970334	2970888
gene2881		2970938	2971438
gene2882		2971536	2972750
gene2883		2972747	2974591
gene2884		2974588	2976432
gene2886		2977634	2978221
gene2887		2978214	2979203
gene2888		2979276	2979713
gene2889		2979741	2980943
gene2890		2981183	2981512
gene2891		2981509	2982757
gene2892		2982879	2984105
gene2893		2984211	2984846
gene2894		2984836	2985558
gene2895		2985555	2986454
gene2896		2986521	2987375
gene2897		2987375	2989654
gene2898		2989762	2992389
gene2899		2992502	2993071
gene2900		2993068	2994138
gene2901		2994260	2994985
gene2902		2994982	2995593
gene2903		2995590	2995964
gene2904		2995967	2997124
gene2905		2997126	2997479
gene2906		2997454	2998359
gene2907		2998356	2999180
gene2908		2999173	2999793
gene2909		2999790	3001670
gene2910		3001667	3002953
gene2911		3002979	3004247
gene2912		3004389	3004886
gene2913		3005269	3005862
gene2914		3005859	3006698
gene2915		3006695	3007288
gene2916		3007281	3007970
gene2917		3007974	3008501
gene2918		3008535	3009011
gene2919		3009155	3009814
gene2920		3009814	3010839
gene2921		3010839	3011435
gene2922		3011463	3011876
gene2923		3011873	3012892
gene2924		3013043	3014101
gene2925		3014098	3015243
gene2926		3015240	3016739
gene2927		3016736	3017728
gene2928		3017747	3018709
gene2929		3018685	3018969
gene2930		3019238	3019639
gene2931		3020270	3021211
gene2932		3021437	3021775
gene2933		3021856	3023046
gene2934		3023043	3024464
gene2935		3024451	3025209
gene2936		3025222	3026943
gene2937		3027250	3028188
gene2938		3028270	3028473
gene2939		3028529	3028990
gene2940		3029037	3029459
gene2941		3029531	3030118
gene2942		3030317	3030877
gene2943		3031106	3031192
gene2944		3031200	3032855
gene2945		3032864	3034891
gene2946		3034904	3035461
gene2948		3038125	3038811
gene2949		3038888	3039112
gene2950		3039191	3040972
gene2951		3040969	3041553
gene2952		3041550	3041756
gene2953		3041859	3042668
gene2954		3042682	3043041
gene2955		3043116	3043865
gene2956		3044005	3044457
gene2957		3044759	3046066
gene2958		3046063	3046719
gene2959		3046719	3047411
gene2962		3048909	3050369
gene2963		3050384	3051463
gene2964		3051587	3052459
gene2965		3052466	3053467
gene2966		3053558	3054490
gene2967		3054495	3055190
gene2968		3055192	3055893
gene2969		3055890	3056822
gene2970		3056819	3057697
gene2971		3057700	3058980
gene2973		3059735	3061219
gene2974		3061216	3062250
gene2975		3062247	3064430
gene2976		3064506	3065717
gene2977		3065797	3066711
gene2978		3066683	3067816
gene2980		3069900	3070838
gene2981		3070840	3072510
gene2982		3072641	3073534
gene2983		3073609	3074445
gene2984		3074540	3075937
gene2985		3075950	3077395
gene2986		3077396	3078397
gene2987		3078397	3079488
gene2988		3079464	3082313
gene2989		3082377	3083459
gene2990		3083450	3084169
gene2991		3084166	3084432
gene2992		3084425	3085015
gene2993		3085015	3086544
gene2994		3086713	3087201
gene2995		3087235	3087597
gene2996		3087594	3088151
gene2997		3088208	3089077
gene2998		3089074	3091032
gene2999		3091328	3092008
gene3000		3092012	3094078
gene3002		3094854	3095933
gene3003		3095930	3096259
gene3004		3096291	3096578
gene3005		3096809	3097528
gene3006		3097539	3097958
gene3007		3097958	3098743
gene3008		3098740	3099459
gene3009		3099461	3099727
gene3010		3099727	3100017
gene3011		3100031	3100417
gene3012		3100414	3100797
gene3014		3102195	3102518
gene3015		3102508	3102786
gene3016		3102890	3105109
gene3017		3105119	3105787
gene3018		3105782	3107263
gene3019		3107313	3108065
gene3020		3108159	3109010
gene3021		3109071	3109847
gene3022		3109958	3110236
gene3023		3110775	3112142
gene3024		3112260	3113378
gene3025		3113431	3114537
gene3026		3114534	3114956
gene3027		3115048	3117483
gene3028		3117440	3118729
gene3029		3118819	3119895
gene3030		3120103	3120978
gene3031		3121118	3122275
gene3032		3122347	3123951
gene3033		3124050	3124781
gene3034		3124864	3126033
gene3036		3128064	3133490
gene3037		3133645	3136194
gene3038		3136348	3137121
gene3039		3137121	3139166
gene3040		3139224	3139529
gene3041		3139640	3140170
gene3042		3140265	3141635
gene3043		3141632	3142516
gene3044		3142528	3143379
gene3045		3143461	3144087
gene3046		3144367	3144792
gene3047		3144801	3146093
gene3048		3146095	3146700
gene3049		3146893	3147675
gene3050		3147672	3148595
gene3051		3148553	3150163
gene3052		3150624	3151862
gene3053		3151955	3153127
gene3054		3153176	3154210
gene3055		3154207	3154833
gene3056		3154962	3155984
gene3057		3156070	3156738
gene3058		3156854	3157237
gene3059		3157254	3158693
gene3060		3158690	3159505
gene3061		3159612	3160832
gene3062		3160847	3162025
gene3063		3162164	3162694
gene3064		3162861	3163850
gene3065		3163866	3164705
gene3066		3164840	3166318
gene3067		3166447	3166734
gene3068		3166804	3167685
gene3069		3167682	3168782
gene3070		3168984	3170012
gene3071		3169988	3171502
gene3072		3171489	3172184
gene3073		3172234	3173091
gene3074		3173109	3174446
gene3075		3174457	3175020
gene3076		3175526	3176134
gene3077		3176139	3176432
gene3078		3176563	3176688
gene3079		3176758	3176832
gene3080		3176985	3177845
gene3081		3177849	3179198
gene3082		3179229	3180110
gene3083		3180107	3180376
gene3085		3181030	3181797
gene3086		3181832	3182719
gene3087		3182733	3182966
gene3089		3185942	3186412
gene3090		3186609	3187514
gene3091		3187515	3188120
gene6		5736	6824
gene7		6828	7109
gene8		7172	8008
gene9		8443	8751
gene10		8756	9010
gene11		9093	9416
gene12		9737	11308
gene13		11308	12216
gene14		12213	13130
gene15		13770	14000
gene16		14324	14815
gene17		14994	15083
gene18		15252	16148
gene19		16436	16831
gene20		16838	17107
gene21		17201	17809
gene22		17904	18932
gene23		18932	20044
gene24		20095	21357
gene25		21361	21957
gene26		21991	22170
gene27		22338	23123
gene28		23204	23944
gene29		23965	24585
gene30		24699	25430
gene31		25513	25827
gene32		25912	27087
gene33		27084	28565
gene34		29437	30222
gene35		30279	30704
gene36		30711	31070
gene37		31225	31521
gene38		31518	33170
gene39		33315	33596
gene46		39397	39693
gene47		39958	40566
gene48		40724	41167
gene49		41397	42065
gene50		42204	42785
gene51		43363	43608
gene52		43479	43832
gene53		43757	44923
gene54		44920	45330
gene55		46296	47048
gene56		47048	47968
gene57		48026	48889
gene58		48926	49444
gene59		49518	50690
gene60		50714	51388
gene61		51385	51855
gene62		51852	52766
gene63		53250	53951
gene64		53953	54858
gene65		55010	55609
gene66		55582	56418
gene67		57004	58374
gene68		58502	59911
gene69		60315	61538
gene70		61910	62611
gene71		62785	63729
gene72		63731	64624
gene73		64621	65592
gene74		65589	66590
gene75		66628	68187
gene76		68309	69586
gene78		71772	72530
gene79		72551	73354
gene80		73363	74214
gene81		74227	75384
gene82		75444	76541
gene83		76617	77390
gene84		77446	77592
gene85		77673	78239
gene86		78236	80677
gene87		80695	81393
gene88		81663	82841
gene89		82838	83518
gene90		83515	85983
gene91		86114	87346
gene92		87403	88419
gene93		88598	90577
gene94		90873	91751
gene95		91912	92841
gene96		93178	93795
gene97		93910	94194
gene98		94475	94945
gene99		94964	96898
gene100		97408	98499
gene101		98492	99403
gene102		99471	100472
gene103		101473	102006
gene104		102033	102344
gene105		102341	103036
gene106		103038	104378
gene107		104527	105309
gene108		105579	106712
gene109		106851	108143
gene110		108140	108862
gene111		109061	109618
gene112		110019	111290
gene113		111259	112293
gene114		112532	113821
gene116		115149	116987
gene117		117226	118473
gene118		118473	119405
gene119		119537	121063
gene120		121170	121454
gene121		121538	122476
gene122		122532	124187
gene123		124697	126400
gene124		126970	127317
gene125		127418	129103
gene126		129117	129803
gene127		130099	131748
gene128		131759	132139
gene129		132121	133437
gene130		133434	134093
gene131		134379	134771
gene132		135194	135523
gene133		135587	136183
gene134		136414	136992
gene135		137017	137730
gene136		137758	138525
gene137		138518	139048
gene138		139114	139422
gene140		141893	142678
gene141		143050	143562
gene142		143700	146018
gene143		146487	146678
gene144		147245	147883
gene145		147887	149071
gene146		149100	151286
gene147		151439	152263
gene148		152398	152670
gene149		153123	154811
gene150		154964	155428
gene151		155515	156171
gene152		156203	156901
gene153		156912	157388
gene154		157517	158827
gene156		160469	160723
gene157		160781	161947
gene158		162128	162201
gene160		163482	164891
gene161		164919	165494
gene162		165961	166410
gene163		166493	166798
gene164		166917	167891
gene165		167902	168723
gene166		169000	169896
gene167		169950	170282
gene168		170318	171370
gene169		171367	171798
gene170		172101	173009
gene171		173637	174758
gene173		175966	176685
gene174		176685	177875
gene175		177868	179484
gene176		179503	179766
gene177		179774	181057
gene178		181054	182949
gene179		183381	185744
gene180		186370	187974
gene181		188634	189473
gene182		189816	190220
gene183		190360	190941
gene184		191591	191899
gene185		191896	193626
gene186		193691	194032
gene187		194042	195040
gene188		195037	195717
gene189		195681	196643
gene190		196640	198403
gene191		198405	198749
gene192		198746	199081
gene193		199085	199813
gene194		200091	201083
gene195		201083	202090
gene196		202239	203150
gene197		203143	203973
gene198		203970	205622
gene199		205804	206700
gene200		206713	207474
gene201		207597	208721
gene202		208723	211428
gene203		211433	212428
gene204		212647	215262
gene205		216393	216980
gene206		216988	219123
gene207		219127	219585
gene208		219671	220411
gene209		220411	221256
gene210		221253	222068
gene211		222068	223099
gene212		223321	224019
gene213		224025	224636
gene214		224637	225503
gene215		225503	226336
gene216		226359	227858
gene217		228091	228516
gene218		228690	229478
gene219		229489	230718
gene220		230738	231247
gene221		231397	231837
gene222		231968	232780
gene223		232784	233965
gene224		233962	235095
gene225		235092	235853
gene226		235853	237013
gene227		237174	238499
gene228		238728	239405
gene229		240018	240368
gene230		240456	242051
gene232		243883	244080
gene233		244131	244418
gene234		244448	245677
gene235		246232	246813
gene236		246833	247399
gene237		247396	248949
gene238		248946	250034
gene239		250031	250690
gene240		250706	251440
gene241		251437	251694
gene242		251744	252766
gene243		252907	254151
gene244		254301	255320
gene245		255489	256400
gene246		256635	257666
gene247		257830	258351
gene248		258348	259331
gene249		259328	261547
gene250		261811	262581
gene251		262583	263200
gene252		263202	263795
gene253		263792	264502
gene254		264499	265263
gene255		265257	266264
gene256		266266	267663
gene257		268030	269157
gene258		269476	272856
gene259		272856	274112
gene260		274459	275151
gene261		275306	275497
gene262		275582	277681
gene263		278310	279257
gene264		279250	280194
gene265		280191	280949
gene266		281061	283154
gene267		283255	284880
gene268		285189	285881
gene269		285991	287013
gene270		287069	287464
gene271		287499	288887
gene272		289081	289290
gene273		289521	291119
gene274		291187	292194
gene275		292202	293104
gene276		293109	293957
gene278		294958	295353
gene279		295423	296826
gene280		297131	298525
gene281		298522	299196
gene282		299440	300891
gene283		301985	303220
gene284		303343	304893
gene285		304951	306462
gene287		308129	308956
gene288		308953	309891
gene289		310159	311937
gene290		311934	312893
gene291		312899	314521
gene292		314543	315463
gene293		315463	316350
gene294		316328	316927
gene295		316924	317985
gene296		318320	319702
gene297		319706	320137
gene298		320319	320849
gene299		320945	321376
gene300		321535	321921
gene301		321918	322421
gene302		322534	323529
gene303		323533	324411
gene304		324492	326465
gene305		326476	327477
gene306		327559	328623
gene307		328650	330029
gene308		330105	331892
gene309		331964	332725
gene310		332722	333648
gene311		333864	334835
gene313		335683	336042
gene314		336035	337021
gene315		337018	337953
gene316		337953	338549
gene317		338543	339712
gene318		339755	340780
gene319		340942	342786
gene320		342796	343704
gene321		343813	344619
gene322		344893	345942
gene323		345943	346806
gene324		346799	347680
gene325		347727	349022
gene326		349222	350916
gene327		350977	352578
gene328		352580	353578
gene329		353580	354467
gene330		354469	355167
gene331		355164	355937
gene332		355940	357142
gene333		357349	358290
gene334		358418	360379
gene335		360413	361459
gene336		361596	362351
gene337		362410	363018
gene338		363178	363543
gene339		363644	365248
gene340		365282	365479
gene341		365803	367158
gene342		367270	367782
gene343		368034	368294
gene344		368835	369758
gene346		370858	371343
gene347		371676	373052
gene348		373306	373395
gene349		373569	374861
gene350		374858	375559
gene351		376617	377159
gene352		377156	377662
gene353		377984	378628
gene354		378653	381772
gene355		381789	382952
gene356		383049	384884
gene357		385120	386922
gene358		387330	388274
gene359		388457	389962
gene360		389976	390449
gene361		390593	391252
gene362		391400	392311
gene363		392552	392725
gene364		393211	393939
gene365		394447	396225
gene366		396359	396823
gene368		397591	397944
gene370		398710	399546
gene371		399548	400411
gene372		400644	401909
gene373		401935	402912
gene374		403124	403837
gene375		403985	404422
gene376		404419	405318
gene378		406990	408096
gene379		408103	409575
gene380		409838	411136
gene381		411146	413872
gene382		413869	414948
gene384		416189	417142
gene386		418148	418342
gene387		418480	418611
gene388		418623	419120
gene389		419135	419431
gene391		421946	422326
gene392		422323	422535
gene393		422532	423506
gene394		423689	424477
gene395		424806	425873
gene396		426041	427057
gene397		427451	427972
gene398		428054	428821
gene399		428818	429150
gene401		430303	430968
gene402		431027	431102
gene403		431269	432588
gene404		432720	432875
gene406		434217	435638
gene407		435820	436392
gene408		436444	437583
gene409		437761	438966
gene410		438968	439603
gene411		439666	440943
gene412		441010	441453
gene413		441633	442517
